texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
"Bashar al-Assad was never expected to rule Syria.

He wasn’t expected to be the last of the line for his family’s despotic dynasty, either—at least, not this soon.",bashar alassad never expected rule syria wasnt expected last line familys despotic dynasty eitherat least soon,"['bashar', 'alassad', 'never', 'expected', 'rule', 'syria', 'wasnt', 'expected', 'last', 'line', 'familys', 'despotic', 'dynasty', 'eitherat', 'least', 'soon']",4,69,4,0,77,2024-12-08T16:10:02.948Z,wsj.com,The Wall Street Journal,False
"The U.S. Air Force is leaving a decision on the future of the next jet fighter to the incoming Trump administration, a move that comes shortly after billionaire Elon Musk called for pursuing drones over piloted combat aircraft",us air force leaving decision future next jet fighter incoming trump administration move comes shortly billionaire elon musk called pursuing drones piloted combat aircraft,"['us', 'air', 'force', 'leaving', 'decision', 'future', 'next', 'jet', 'fighter', 'incoming', 'trump', 'administration', 'move', 'comes', 'shortly', 'billionaire', 'elon', 'musk', 'called', 'pursuing', 'drones', 'piloted', 'combat', 'aircraft']",28,50,10,9,97,2024-12-06T22:54:46.450Z,wsj.com,The Wall Street Journal,False
"“Deny,” “defend” and “depose” were scrawled on bullets found at the scene of the fatal shooting of United Healthcare CEO Brian Thompson.

The words are a variation of an angry rallying cry adopted by some people who feel they've been cheated by insurance companies. 

🔗 www.wsj.com/health/healt...",deny defend depose scrawled bullets found scene fatal shooting united healthcare ceo brian thompson words variation angry rallying cry adopted people feel theyve cheated insurance companies,"['deny', 'defend', 'depose', 'scrawled', 'bullets', 'found', 'scene', 'fatal', 'shooting', 'united', 'healthcare', 'ceo', 'brian', 'thompson', 'words', 'variation', 'angry', 'rallying', 'cry', 'adopted', 'people', 'feel', 'theyve', 'cheated', 'insurance', 'companies']",12,62,10,0,84,2024-12-06T21:58:09.554Z,wsj.com,The Wall Street Journal,True
"Andy Corren’s 2021 obituary of his mother, Renay, took the internet by storm. Now, he shares the full story of the eccentric woman who raised him in his debut memoir, ‘Dirtbag Queen.’",andy correns obituary mother renay took internet storm shares full story eccentric woman raised debut memoir dirtbag queen,"['andy', 'correns', 'obituary', 'mother', 'renay', 'took', 'internet', 'storm', 'shares', 'full', 'story', 'eccentric', 'woman', 'raised', 'debut', 'memoir', 'dirtbag', 'queen']",1,13,2,0,16,2024-12-06T21:56:02.960Z,wsj.com,The Wall Street Journal,False
"The Global War on Terrorism turned JD Vance, Tulsi Gabbard and Pete Hegseth into fierce critics of U.S. foreign policy, and they are hardly alone among veterans. 

🔗: www.wsj.com/politics/nat...",global war terrorism turned jd vance tulsi gabbard pete hegseth fierce critics us foreign policy hardly alone among veterans,"['global', 'war', 'terrorism', 'turned', 'jd', 'vance', 'tulsi', 'gabbard', 'pete', 'hegseth', 'fierce', 'critics', 'us', 'foreign', 'policy', 'hardly', 'alone', 'among', 'veterans']",21,16,1,6,44,2024-12-06T21:32:24.362Z,wsj.com,The Wall Street Journal,True
"Breaking: The person of interest in the UnitedHealth executive's killing has likely left New York City, police said",breaking person interest unitedhealth executives killing likely left new york city police said,"['breaking', 'person', 'interest', 'unitedhealth', 'executives', 'killing', 'likely', 'left', 'new', 'york', 'city', 'police', 'said']",19,33,8,4,64,2024-12-06T21:14:28.765Z,wsj.com,The Wall Street Journal,False
"Tailored but unstuffy, with a distinctive stand collar, the ""Rich Guy Jacket"" is suddenly in demand. Why nearly every ultra-luxe menswear brand is selling it now. https://on.wsj.com/4g0TwvI",tailored unstuffy distinctive stand collar rich guy jacket suddenly demand nearly every ultraluxe menswear brand selling,"['tailored', 'unstuffy', 'distinctive', 'stand', 'collar', 'rich', 'guy', 'jacket', 'suddenly', 'demand', 'nearly', 'every', 'ultraluxe', 'menswear', 'brand', 'selling']",18,18,0,6,42,2024-12-06T20:25:03.260Z,wsj.com,The Wall Street Journal,True
"Amazon just opened its most-automated warehouse yet. But underneath the robotics and artificial-intelligence technology, the facility will still rely on thousands of employees. www.wsj.com/articles/ama...",amazon opened mostautomated warehouse yet underneath robotics artificialintelligence technology facility still rely thousands employees,"['amazon', 'opened', 'mostautomated', 'warehouse', 'yet', 'underneath', 'robotics', 'artificialintelligence', 'technology', 'facility', 'still', 'rely', 'thousands', 'employees']",2,37,11,1,51,2024-12-06T19:58:55.264Z,wsj.com,The Wall Street Journal,False
"The Netzarim corridor and other zones help Israel keep control of Gaza indefinitely, raising concerns about occupation.",netzarim corridor zones help israel keep control gaza indefinitely raising concerns occupation,"['netzarim', 'corridor', 'zones', 'help', 'israel', 'keep', 'control', 'gaza', 'indefinitely', 'raising', 'concerns', 'occupation']",7,22,4,1,34,2024-12-06T19:13:02.957Z,wsj.com,The Wall Street Journal,False
"Scott Bessent, Trump’s pick to lead the Treasury Department, has bought and sold more than $127 million worth of real estate up and down the East Coast. Investment-wise, his results have been mixed. www.wsj.com/real-estate/...",scott bessent trumps pick lead treasury department bought sold million worth real estate east coast investmentwise results mixed,"['scott', 'bessent', 'trumps', 'pick', 'lead', 'treasury', 'department', 'bought', 'sold', 'million', 'worth', 'real', 'estate', 'east', 'coast', 'investmentwise', 'results', 'mixed']",6,31,9,5,51,2024-12-06T18:32:43.157Z,wsj.com,The Wall Street Journal,False
"If the old guys are going tieless, then it’s time for the cool kids to do the opposite",old guys going tieless time cool kids opposite,"['old', 'guys', 'going', 'tieless', 'time', 'cool', 'kids', 'opposite']",5,29,2,3,39,2024-12-06T18:04:03.054Z,wsj.com,The Wall Street Journal,False
Drivers are skimping to save a few bucks. That could mean bigger bills down the road and a rebound for parts and service companies.,drivers skimping save bucks could mean bigger bills road rebound parts service companies,"['drivers', 'skimping', 'save', 'bucks', 'could', 'mean', 'bigger', 'bills', 'road', 'rebound', 'parts', 'service', 'companies']",8,6,1,4,19,2024-12-06T17:00:06.355Z,wsj.com,The Wall Street Journal,False
"Delta Air Lines is investing in the premium experience, banking that swanky seats, luxury lounges and Shake Shack burgers will attract high-end travelers willing to pay for those perks.",delta air lines investing premium experience banking swanky seats luxury lounges shake shack burgers attract highend travelers willing pay perks,"['delta', 'air', 'lines', 'investing', 'premium', 'experience', 'banking', 'swanky', 'seats', 'luxury', 'lounges', 'shake', 'shack', 'burgers', 'attract', 'highend', 'travelers', 'willing', 'pay', 'perks']",0,25,3,3,31,2024-12-06T16:57:50.219Z,wsj.com,The Wall Street Journal,False
"For Gen Z and Gen Alpha, ""brain rot"" isn’t a chronic condition—it's a way of forming a shared language.",gen z gen alpha brain rot isnt chronic conditionits way forming shared language,"['gen', 'z', 'gen', 'alpha', 'brain', 'rot', 'isnt', 'chronic', 'conditionits', 'way', 'forming', 'shared', 'language']",4,17,5,0,26,2024-12-06T16:41:15.160Z,wsj.com,The Wall Street Journal,False
"A small but growing field of back scratchers are making a living off their nails, hoping there’s a healthy market of people who will pay $100 or more an hour to do what a spouse or wooden spoon will do for free",small growing field back scratchers making living nails hoping theres healthy market people pay hour spouse wooden spoon free,"['small', 'growing', 'field', 'back', 'scratchers', 'making', 'living', 'nails', 'hoping', 'theres', 'healthy', 'market', 'people', 'pay', 'hour', 'spouse', 'wooden', 'spoon', 'free']",11,19,5,6,41,2024-12-06T16:32:49.460Z,wsj.com,The Wall Street Journal,False
The president-elect has talked tough on immigration before. But many immigration lawyers and civil-rights activists say this time feels different. ,presidentelect talked tough immigration many immigration lawyers civilrights activists say time feels different,"['presidentelect', 'talked', 'tough', 'immigration', 'many', 'immigration', 'lawyers', 'civilrights', 'activists', 'say', 'time', 'feels', 'different']",4,25,7,3,39,2024-12-06T16:25:02.768Z,wsj.com,The Wall Street Journal,False
"Harvard geneticist David Sinclair’s seductive notion that aging is a treatable disease has helped companies he founded to raise more than $1 billion. 

The investors have almost nothing to show for it.",harvard geneticist david sinclairs seductive notion aging treatable disease helped companies founded raise billion investors almost nothing show,"['harvard', 'geneticist', 'david', 'sinclairs', 'seductive', 'notion', 'aging', 'treatable', 'disease', 'helped', 'companies', 'founded', 'raise', 'billion', 'investors', 'almost', 'nothing', 'show']",2,17,6,3,28,2024-12-06T16:19:06.151Z,wsj.com,The Wall Street Journal,False
"A crackdown on sex trafficking online hasn’t helped prosecutors, but it’s made my job as a sex worker far more dangerous, writes Laura LeMoon",crackdown sex trafficking online hasnt helped prosecutors made job sex worker far dangerous writes laura lemoon,"['crackdown', 'sex', 'trafficking', 'online', 'hasnt', 'helped', 'prosecutors', 'made', 'job', 'sex', 'worker', 'far', 'dangerous', 'writes', 'laura', 'lemoon']",0,14,5,1,20,2024-12-06T16:02:45.650Z,wsj.com,The Wall Street Journal,False
"As New York City hotel rooms reach record nightly rates, city lawmakers are proposing a bill that would walk back some restrictions on hosts of Airbnb properties and other short-term rentals",new york city hotel rooms reach record nightly rates city lawmakers proposing bill would walk back restrictions hosts airbnb properties shortterm rentals,"['new', 'york', 'city', 'hotel', 'rooms', 'reach', 'record', 'nightly', 'rates', 'city', 'lawmakers', 'proposing', 'bill', 'would', 'walk', 'back', 'restrictions', 'hosts', 'airbnb', 'properties', 'shortterm', 'rentals']",1,16,2,3,22,2024-12-06T15:51:09.758Z,wsj.com,The Wall Street Journal,False
"Breaking: TikTok can be banned in the U.S. over national security concerns, a federal appeals court ruled",breaking tiktok banned us national security concerns federal appeals court ruled,"['breaking', 'tiktok', 'banned', 'us', 'national', 'security', 'concerns', 'federal', 'appeals', 'court', 'ruled']",8,78,15,5,106,2024-12-06T15:35:59.855Z,wsj.com,The Wall Street Journal,False
"A 280-pound trophy fish that usually prefers Florida is roaming New England waters, shocking fishermen and mystifying scientists",pound trophy fish usually prefers florida roaming new england waters shocking fishermen mystifying scientists,"['pound', 'trophy', 'fish', 'usually', 'prefers', 'florida', 'roaming', 'new', 'england', 'waters', 'shocking', 'fishermen', 'mystifying', 'scientists']",1,17,4,2,24,2024-12-06T15:25:03.364Z,wsj.com,The Wall Street Journal,False
"With a billion Spotify streams and a record stint at the top of the charts, Shaboozey’s ”A Bar Song” is the hit America needed, writes pop-music reporter Neil Shah

 🎶 trib.al/BgSHYkj",billion spotify streams record stint top charts shaboozeys bar song hit america needed writes popmusic reporter neil shah tribalbgshykj,"['billion', 'spotify', 'streams', 'record', 'stint', 'top', 'charts', 'shaboozeys', 'bar', 'song', 'hit', 'america', 'needed', 'writes', 'popmusic', 'reporter', 'neil', 'shah', 'tribalbgshykj']",3,12,1,1,17,2024-12-06T15:11:53.951Z,wsj.com,The Wall Street Journal,True
"A $25 million Malibu home has six bedrooms and ocean views. But its biggest selling point might be a ""dedicated"" personal fire hydrant to fight wildfires.",million malibu home six bedrooms ocean views biggest selling point might dedicated personal fire hydrant fight wildfires,"['million', 'malibu', 'home', 'six', 'bedrooms', 'ocean', 'views', 'biggest', 'selling', 'point', 'might', 'dedicated', 'personal', 'fire', 'hydrant', 'fight', 'wildfires']",6,28,6,2,42,2024-12-06T14:41:03.057Z,wsj.com,The Wall Street Journal,False
